page_number,winner,winning_club,loser,losing_club,cup,stage,boatclass,winner_station,time,date,barrier_time,barrier_loser_leading,fawley_time,fawley_loser_leading,finish_time,verdict
275,"P.J. Evans & P.A. Booth-Burke, City of Sheffield Rowing Club","P.J. Evans & P.A. Booth-Burke, City of Sheffield Rowing Club","N. Hubbard & N. Marshallsay, Auriol Kensington Rowing Club","N. Hubbard & N. Marshallsay, Auriol Kensington Rowing Club",The Silver Goblets & Nickalls' Challenge Cup,heats,M2-,Station 2 - Bucks,,2006-06-29,146.0,False,248.0,False,526.0,3.5 lengths
275,"S.F. Pearson & D.A. Wyper, Jesus College, Cambridge & Goldie Boat Club","S.F. Pearson & D.A. Wyper, Jesus College, Cambridge & Goldie Boat Club","N.J.G. Wyatt & N.V. Pickford, Cygnet Rowing Club","N.J.G. Wyatt & N.V. Pickford, Cygnet Rowing Club",The Silver Goblets & Nickalls' Challenge Cup,heats,M2-,Station 2 - Bucks,,2006-06-29,132.0,False,223.0,False,485.0,easily
275,"J.L. Rollason & A.Z. Gitlin, Plymouth Amateur Rowing Club","J.L. Rollason & A.Z. Gitlin, Plymouth Amateur Rowing Club","R.A.D. de Kat & S.B. Hagedoorn, Utrechtse Studenten Roeiverenging, Holland","R.A.D. de Kat & S.B. Hagedoorn, Utrechtse Studenten Roeiverenging, Holland",The Silver Goblets & Nickalls' Challenge Cup,heats,M2-,Station 1 - Berks,,2006-06-29,133.0,True,224.0,False,461.0,0.5 lengths
275,Oxford Brookes University 'A',Oxford Brookes University,Liverpool University,Liverpool University,The Temple Challenge Cup,heats,M8+,Station 1 - Berks,,2006-06-29,114.0,False,195.0,False,417.0,easily
275,University of the West of England 'A',University of the West of England,"Lady Margaret Boat Club, Cambridge","Lady Margaret Boat Club, Cambridge",The Temple Challenge Cup,heats,M8+,Station 1 - Berks,,2006-06-29,118.0,False,201.0,False,419.0,2.75 lengths
275,"D.S.R. Proteus-Eretes, Holland","D.S.R. Proteus-Eretes, Holland",University of Bristol,University of Bristol,The Temple Challenge Cup,heats,M8+,Station 2 - Bucks,,2006-06-29,113.0,True,191.0,False,399.0,1.75 lengths
275,"A.S.R. Nereus, Holland","A.S.R. Nereus, Holland",University of the West of England 'B',University of the West of England,The Temple Challenge Cup,heats,M8+,Station 1 - Berks,,2006-06-29,114.0,False,194.0,False,410.0,4.25 lengths
275,"University of California, Berkeley, U.S.A.","University of California, Berkeley, U.S.A.",Oxford Brookes University 'B',Oxford Brookes University,The Temple Challenge Cup,heats,M8+,Station 2 - Bucks,,2006-06-29,114.0,False,191.0,False,406.0,3.75 lengths
275,Glasgow University,Glasgow University,Newcastle University,Newcastle University,The Temple Challenge Cup,heats,M8+,Station 1 - Berks,,2006-06-29,117.0,False,197.0,False,413.0,1.75 lengths
275,"Trinity College, Dublin, Ireland","Trinity College, Dublin, Ireland",University of Birmingham,University of Birmingham,The Temple Challenge Cup,heats,M8+,Station 2 - Bucks,,2006-06-29,115.0,False,198.0,False,415.0,0.75 lengths
275,"Cornell University, U.S.A.","Cornell University, U.S.A.","Imperial College, London","Imperial College, London",The Temple Challenge Cup,heats,M8+,Station 2 - Bucks,,2006-06-29,112.0,False,193.0,False,401.0,3 lengths
275,Thames Rowing Club 'A',Thames Rowing Club,City of Oxford Rowing Club,City of Oxford Rowing Club,The Thames Challenge Cup,heats,M8+,Station 2 - Bucks,,2006-06-29,119.0,False,200.0,False,420.0,2.5 lengths
275,Vesta Rowing Club,Vesta Rowing Club,Reading Rowing Club,Reading Rowing Club,The Thames Challenge Cup,heats,M8+,Station 1 - Berks,,2006-06-29,119.0,False,202.0,False,414.0,2.5 lengths
276,Belfast Rowing Club,Belfast Rowing Club,"Mortlake, Anglian & Alpha 'A'","Mortlake, Anglian & Alpha",The Thames Challenge Cup,heats,M8+,Station 2 - Bucks,,2006-06-29,115.0,False,194.0,False,405.0,1.5 lengths
276,London Rowing Club 'B',London Rowing Club,City of Bristol Rowing Club,City of Bristol Rowing Club,The Thames Challenge Cup,heats,M8+,Station 2 - Bucks,,2006-06-29,117.0,False,198.0,False,412.0,1.75 lengths
276,London Rowing Club 'A',London Rowing Club,Thames Tradesmen's Rowing Club,Thames Tradesmen's Rowing Club,The Thames Challenge Cup,heats,M8+,Station 2 - Bucks,,2006-06-29,114.0,False,191.0,False,400.0,2.5 lengths
276,The Tideway Scullers' School,The Tideway Scullers' School,"Hamburger und Germania RC, Germany","Hamburger und Germania RC, Germany",The Thames Challenge Cup,heats,M8+,Station 1 - Berks,,2006-06-29,116.0,False,196.0,False,408.0,0.66 lengths
276,Agecroft Rowing Club,Agecroft Rowing Club,"Neptune Rowing Club, Ireland","Neptune Rowing Club, Ireland",The Thames Challenge Cup,heats,M8+,Station 1 - Berks,,2006-06-29,116.0,False,196.0,False,406.0,1 lengths
276,Nottinghamshire County Rowing Association,Nottinghamshire County Rowing Association,Molesey Boat Club,Molesey Boat Club,The Thames Challenge Cup,heats,M8+,Station 1 - Berks,,2006-06-29,113.0,False,190.0,False,393.0,1 lengths
276,London Rowing Club 'A',London Rowing Club,"Porcellian Club, U.S.A.","Porcellian Club, U.S.A.",The Visitors' Challenge Cup,heats,M4,Station 1 - Berks,,2006-06-29,122.0,False,209.0,False,449.0,4.5 lengths
276,"Shannon Rowing Club, Ireland","Shannon Rowing Club, Ireland",Crabtree Boat Club & Bosporos Boat Club,Crabtree Boat Club & Bosporos Boat Club,The Visitors' Challenge Cup,heats,M4,Station 1 - Berks,,2006-06-29,119.0,False,206.0,False,439.0,1.75 lengths
276,"A.S.R. Nereus, Holland","A.S.R. Nereus, Holland","Galway Rowing Club & Skibbereen Rowing Club, Ireland","Galway Rowing Club & Skibbereen Rowing Club, Ireland",The Visitors' Challenge Cup,heats,M4,Station 2 - Bucks,,2006-06-29,120.0,False,203.0,False,426.0,1 lengths
276,"Molesey Boat Club & Imperial College, London","Molesey Boat Club & Imperial College, London",London Rowing Club 'B',London Rowing Club,The Visitors' Challenge Cup,heats,M4,Station 1 - Berks,,2006-06-29,118.0,False,201.0,False,421.0,2 lengths
276,"Imperial College, London & Henley Rowing Club","Imperial College, London & Henley Rowing Club",University of Leicester,University of Leicester,The Visitors' Challenge Cup,heats,M4,Station 1 - Berks,,2006-06-29,120.0,False,204.0,False,437.0,easily
276,London Rowing Club 'B',London Rowing Club,City of Cambridge Rowing Club,City of Cambridge Rowing Club,The Wyfold Challenge Cup,heats,M4,Station 1 - Berks,,2006-06-29,123.0,False,209.0,False,435.0,easily
276,Henley Rowing Club,Henley Rowing Club,Vesta Rowing Club,Vesta Rowing Club,The Wyfold Challenge Cup,heats,M4,Station 2 - Bucks,,2006-06-29,123.0,False,208.0,False,434.0,2.25 lengths
276,Thames Rowing Club 'A',Thames Rowing Club,London Rowing Club 'C',London Rowing Club,The Wyfold Challenge Cup,heats,M4,Station 1 - Berks,,2006-06-29,120.0,False,203.0,False,439.0,easily
276,Marlow Rowing Club,Marlow Rowing Club,Combined Services Rowing Club,Combined Services Rowing Club,The Wyfold Challenge Cup,heats,M4,Station 2 - Bucks,,2006-06-29,122.0,False,209.0,False,435.0,1.75 lengths
276,London Rowing Club 'A',London Rowing Club,Burway Rowing Club,Burway Rowing Club,The Wyfold Challenge Cup,heats,M4,Station 2 - Bucks,,2006-06-29,126.0,True,211.0,False,434.0,2 lengths
276,Leander Club,Leander Club,Quintin Boat Club,Quintin Boat Club,The Wyfold Challenge Cup,heats,M4,Station 1 - Berks,,2006-06-29,123.0,False,206.0,False,435.0,easily
276,Belfast Rowing Club 'A',Belfast Rowing Club,Staines Boat Club,Staines Boat Club,The Wyfold Challenge Cup,heats,M4,Station 1 - Berks,,2006-06-29,125.0,False,213.0,False,451.0,2.25 lengths
276,Nottingham & Union Rowing Club,Nottingham & Union Rowing Club,Belfast Rowing Club 'B',Belfast Rowing Club,The Wyfold Challenge Cup,heats,M4,Station 2 - Bucks,,2006-06-29,128.0,False,214.0,False,451.0,1 lengths
276,Marlow Rowing Club,Marlow Rowing Club,Thames Rowing Club,Thames Rowing Club,The Britannia Challenge Cup,heats,M4+,Station 1 - Berks,,2006-06-28,123.0,False,211.0,False,445.0,1.75 lengths
277,Lea Rowing Club,Lea Rowing Club,Wallingford Rowing Club,Wallingford Rowing Club,The Britannia Challenge Cup,heats,M4+,Station 1 - Berks,,2006-06-28,130.0,False,219.0,False,456.0,3 lengths
277,Reading Rowing Club,Reading Rowing Club,Star Club 'A',Star Club,The Britannia Challenge Cup,heats,M4+,Station 1 - Berks,,2006-06-28,126.0,True,213.0,False,442.0,2.75 lengths
277,Aberdeen Boat Club,Aberdeen Boat Club,City of Oxford Rowing Club,City of Oxford Rowing Club,The Britannia Challenge Cup,heats,M4+,Station 1 - Berks,,2006-06-28,127.0,True,215.0,False,453.0,2.75 lengths
277,York City Rowing Club,York City Rowing Club,Cantabrigian Rowing Club,Cantabrigian Rowing Club,The Britannia Challenge Cup,heats,M4+,Station 2 - Bucks,,2006-06-28,128.0,False,215.0,False,447.0,easily
277,Army Rowing Club,Army Rowing Club,"Lake Union Crew, U.S.A.","Lake Union Crew, U.S.A.",The Britannia Challenge Cup,heats,M4+,Station 1 - Berks,,2006-06-28,126.0,False,218.0,False,459.0,3.75 lengths
277,Molesey Boat Club,Molesey Boat Club,Star Club 'B',Star Club,The Britannia Challenge Cup,heats,M4+,Station 2 - Bucks,,2006-06-28,127.0,False,216.0,False,451.0,1.5 lengths
277,"St. Michael's Rowing Club, Ireland","St. Michael's Rowing Club, Ireland",London Rowing Club,London Rowing Club,The Britannia Challenge Cup,heats,M4+,Station 2 - Bucks,,2006-06-28,126.0,False,211.0,False,437.0,0.5 lengths
277,Goldie Boat Club,Goldie Boat Club,Manchester University,Manchester University,The Prince Albert Challenge Cup,heats,M4+,Station 1 - Berks,,2006-06-28,128.0,False,214.0,False,448.0,3 lengths
277,Reading University 'A',Reading University,"G.S.R. Aegir, Holland","G.S.R. Aegir, Holland",The Prince Albert Challenge Cup,heats,M4+,Station 1 - Berks,,2006-06-28,128.0,False,217.0,False,452.0,1.25 lengths
277,University of Bristol,University of Bristol,"University of Cincinnati, U.S.A.","University of Cincinnati, U.S.A.",The Prince Albert Challenge Cup,heats,M4+,Station 1 - Berks,,2006-06-28,126.0,False,216.0,False,458.0,1.5 lengths
277,"Kent School, U.S.A.","Kent School, U.S.A.",University of London 'B',University of London,The Prince Albert Challenge Cup,heats,M4+,Station 1 - Berks,,2006-06-28,131.0,False,221.0,False,456.0,2.25 lengths
277,"Magdalen College & Exeter College, Oxford","Magdalen College & Exeter College, Oxford","G.S.R. Gyas, Holland","G.S.R. Gyas, Holland",The Prince Albert Challenge Cup,heats,M4+,Station 2 - Bucks,,2006-06-28,125.0,False,215.0,False,446.0,0.33 lengths
277,"Imperial College, London","Imperial College, London","Queen's University, Belfast","Queen's University, Belfast",The Prince Albert Challenge Cup,heats,M4+,Station 2 - Bucks,,2006-06-28,124.0,False,211.0,False,449.0,easily
277,University of London 'A',University of London,Reading University 'B',Reading University,The Prince Albert Challenge Cup,heats,M4+,Station 1 - Berks,,2006-06-28,120.0,False,208.0,False,444.0,3.25 lengths
277,Durham University,Durham University,"Collingwood College, Durham","Collingwood College, Durham",The Prince Albert Challenge Cup,heats,M4+,Station 2 - Bucks,,2006-06-28,124.0,False,211.0,False,443.0,1.25 lengths
277,"The King's School, Chester","The King's School, Chester",Winchester College,Winchester College,The Princess Elizabeth Challenge Cup,heats,M8+,Station 1 - Berks,,2006-06-28,118.0,False,197.0,False,412.0,2.25 lengths
277,Latymer Upper School,Latymer Upper School,"The King's School, Canterbury","The King's School, Canterbury",The Princess Elizabeth Challenge Cup,heats,M8+,Station 2 - Bucks,,2006-06-28,117.0,False,199.0,False,430.0,4.5 lengths
277,Canford School,Canford School,St. George's College,St. George's College,The Princess Elizabeth Challenge Cup,heats,M8+,Station 2 - Bucks,,2006-06-28,119.0,True,202.0,False,423.0,0.75 lengths
277,Shrewsbury School,Shrewsbury School,Bedford Modern School,Bedford Modern School,The Princess Elizabeth Challenge Cup,heats,M8+,Station 2 - Bucks,,2006-06-28,114.0,False,192.0,False,403.0,2.75 lengths
277,"St Ignatius College Preparatory School, U.S.A.","St Ignatius College Preparatory School, U.S.A.",Shiplake College,Shiplake College,The Princess Elizabeth Challenge Cup,heats,M8+,Station 2 - Bucks,,2006-06-28,116.0,False,197.0,False,403.0,easily
278,"Thomas Jefferson High School, U.S.A.","Thomas Jefferson High School, U.S.A.","Kent School, U.S.A.","Kent School, U.S.A.",The Princess Elizabeth Challenge Cup,heats,M8+,Station 1 - Berks,,2006-06-28,120.0,False,203.0,False,424.0,3.75 lengths
278,Hampton School,Hampton School,Pangbourne College,Pangbourne College,The Princess Elizabeth Challenge Cup,heats,M8+,Station 1 - Berks,,2006-06-28,119.0,True,200.0,False,415.0,0.33 lengths
278,Radley College,Radley College,Eton College,Eton College,The Princess Elizabeth Challenge Cup,heats,M8+,Station 1 - Berks,,2006-06-28,117.0,False,199.0,False,416.0,0.25 lengths
278,St. Paul's School,St. Paul's School,Bedford School,Bedford School,The Princess Elizabeth Challenge Cup,heats,M8+,Station 1 - Berks,,2006-06-28,114.0,False,197.0,False,425.0,3.75 lengths
278,"St. Andrew's College, South Africa","St. Andrew's College, South Africa",Westminster School,Westminster School,The Princess Elizabeth Challenge Cup,heats,M8+,Station 2 - Bucks,,2006-06-28,120.0,True,201.0,False,431.0,1 lengths
278,Abingdon School,Abingdon School,Monmouth School,Monmouth School,The Princess Elizabeth Challenge Cup,heats,M8+,Station 1 - Berks,,2006-06-28,112.0,False,195.0,False,415.0,2 lengths
278,St. Edward's School,St. Edward's School,"Tabor Academy, U.S.A.","Tabor Academy, U.S.A.",The Princess Elizabeth Challenge Cup,heats,M8+,Station 1 - Berks,,2006-06-28,115.0,True,199.0,False,417.0,1.25 lengths
278,"Phillips Andover, U.S.A.","Phillips Andover, U.S.A.",Kingston Grammar School,Kingston Grammar School,The Princess Elizabeth Challenge Cup,heats,M8+,Station 1 - Berks,,2006-06-28,114.0,False,194.0,False,410.0,easily
278,"Belmont Hill School, U.S.A.","Belmont Hill School, U.S.A.","St. John's High School, U.S.A.","St. John's High School, U.S.A.",The Princess Elizabeth Challenge Cup,heats,M8+,Station 2 - Bucks,,2006-06-28,116.0,False,196.0,False,410.0,1.75 lengths
278,The Oratory School,The Oratory School,Tiffin School,Tiffin School,The Princess Elizabeth Challenge Cup,heats,M8+,Station 1 - Berks,,2006-06-28,113.0,False,198.0,False,419.0,4 lengths
278,Emanuel School,Emanuel School,Reading Blue Coat School,Reading Blue Coat School,The Princess Elizabeth Challenge Cup,heats,M8+,Station 2 - Bucks,,2006-06-28,120.0,True,204.0,False,419.0,0.33 lengths
278,"D.S.R. Proteus-Eretes, Holland","D.S.R. Proteus-Eretes, Holland",Exeter University,Exeter University,The Temple Challenge Cup,heats,M8+,Station 1 - Berks,,2006-06-28,114.0,False,194.0,False,402.0,3 lengths
278,"Trinity College, Dublin, Ireland","Trinity College, Dublin, Ireland",University of York,University of York,The Temple Challenge Cup,heats,M8+,Station 2 - Bucks,,2006-06-28,,False,195.0,False,413.0,2 lengths
278,"Cornell University, U.S.A.","Cornell University, U.S.A.","Pembroke College & Christ Church College, Oxford","Pembroke College & Christ Church College, Oxford",The Temple Challenge Cup,heats,M8+,Station 2 - Bucks,,2006-06-28,113.0,False,194.0,False,403.0,easily
278,Oxford Brookes University 'A',Oxford Brookes University,University of Warwick,University of Warwick,The Temple Challenge Cup,heats,M8+,Station 1 - Berks,,2006-06-28,115.0,False,196.0,False,410.0,easily
278,"Lady Margaret Boat Club, Cambridge","Lady Margaret Boat Club, Cambridge",Pangbourne College,Pangbourne College,The Temple Challenge Cup,heats,M8+,Station 2 - Bucks,,2006-06-28,121.0,True,204.0,False,422.0,0.75 lengths
278,"Imperial College, London","Imperial College, London",Edinburgh University,Edinburgh University,The Temple Challenge Cup,heats,M8+,Station 1 - Berks,,2006-06-28,120.0,False,202.0,False,407.0,0.75 lengths
278,University of the West of England 'A',University of the West of England,Nottingham University,Nottingham University,The Temple Challenge Cup,heats,M8+,Station 1 - Berks,,2006-06-28,116.0,False,197.0,False,410.0,1.5 lengths
278,"University California, Berkeley, U.S.A.","University California, Berkeley, U.S.A.",Southampton University,Southampton University,The Temple Challenge Cup,heats,M8+,Station 2 - Bucks,,2006-06-28,115.0,False,193.0,False,,4.5 lengths
278,University of the West of England 'B',University of the West of England,"St. Cuthbert's Society, Durham","St. Cuthbert's Society, Durham",The Temple Challenge Cup,heats,M8+,Station 1 - Berks,,2006-06-28,117.0,False,198.0,False,409.0,1.25 lengths
279,Glasgow University,Glasgow University,"Jesus College, Cambridge","Jesus College, Cambridge",The Temple Challenge Cup,heats,M8+,Station 2 - Bucks,,2006-06-28,117.0,True,201.0,False,413.0,0.5 lengths
279,"A.S.R. Nereus, Holland","A.S.R. Nereus, Holland",Manchester University,Manchester University,The Temple Challenge Cup,heats,M8+,Station 1 - Berks,,2006-06-28,113.0,False,195.0,False,411.0,3.75 lengths
279,Liverpool University,Liverpool University,"University College, London","University College, London",The Temple Challenge Cup,heats,M8+,Station 2 - Bucks,,2006-06-28,120.0,False,203.0,False,419.0,0.75 lengths
279,Newcastle University,Newcastle University,Loughborough Students' Rowing Club,Loughborough Students' Rowing Club,The Temple Challenge Cup,heats,M8+,Station 2 - Bucks,,2006-06-28,119.0,False,200.0,False,416.0,1.25 lengths
279,University of Bristol,University of Bristol,"Queens' College, Cambridge","Queens' College, Cambridge",The Temple Challenge Cup,heats,M8+,Station 1 - Berks,,2006-06-28,114.0,False,194.0,False,408.0,4.5 lengths
279,University of Birmingham,University of Birmingham,"King's College, London","King's College, London",The Temple Challenge Cup,heats,M8+,Station 1 - Berks,,2006-06-28,119.0,False,202.0,False,415.0,1 lengths
279,Oxford Brookes University 'B',Oxford Brookes University,"University College, Dublin, Ireland","University College, Dublin, Ireland",The Temple Challenge Cup,heats,M8+,Station 1 - Berks,,2006-06-28,116.0,False,197.0,False,414.0,2.25 lengths
279,Vesta Rowing Club,Vesta Rowing Club,Broxbourne Rowing Club,Broxbourne Rowing Club,The Thames Challenge Cup,heats,M8+,Station 2 - Bucks,,2006-06-28,119.0,False,202.0,False,419.0,1.75 lengths
279,Agecroft Rowing Club,Agecroft Rowing Club,"St. Michael's Rowing Club, Ireland","St. Michael's Rowing Club, Ireland",The Thames Challenge Cup,heats,M8+,Station 1 - Berks,,2006-06-28,113.0,False,192.0,False,401.0,3.25 lengths
279,London Rowing Club 'A',London Rowing Club,Upper Thames Rowing Club,Upper Thames Rowing Club,The Thames Challenge Cup,heats,M8+,Station 2 - Bucks,,2006-06-28,114.0,False,193.0,False,404.0,2 lengths
279,"Neptune Rowing Club, Ireland","Neptune Rowing Club, Ireland",Thames Rowing Club 'B',Thames Rowing Club,The Thames Challenge Cup,heats,M8+,Station 1 - Berks,,2006-06-28,115.0,False,195.0,False,416.0,2.5 lengths
279,City of Bristol Rowing Club,City of Bristol Rowing Club,Combined Services Rowing Club,Combined Services Rowing Club,The Thames Challenge Cup,heats,M8+,Station 2 - Bucks,,2006-06-28,119.0,False,202.0,False,426.0,easily
279,"Hamburger und Germania RC, Germany","Hamburger und Germania RC, Germany",Curlew Rowing Club,Curlew Rowing Club,The Thames Challenge Cup,heats,M8+,Station 1 - Berks,,2006-06-28,114.0,False,195.0,False,406.0,3.25 lengths
279,Nottinghamshire County Rowing Association,Nottinghamshire County Rowing Association,Kingston Rowing Club,Kingston Rowing Club,The Thames Challenge Cup,heats,M8+,Station 1 - Berks,,2006-06-28,114.0,False,194.0,False,405.0,0.5 lengths
279,The Tideway Scullers' School,The Tideway Scullers' School,Henley Rowing Club,Henley Rowing Club,The Thames Challenge Cup,heats,M8+,Station 2 - Bucks,,2006-06-28,113.0,True,191.0,False,401.0,1.25 lengths
279,Thames Rowing Club 'A',Thames Rowing Club,Newark Rowing Club,Newark Rowing Club,The Thames Challenge Cup,heats,M8+,Station 2 - Bucks,,2006-06-28,115.0,False,193.0,False,402.0,0.66 lengths
279,Molesey Boat Club,Molesey Boat Club,"Mortlake, Anglian & Alpha 'B'","Mortlake, Anglian & Alpha",The Thames Challenge Cup,heats,M8+,Station 2 - Bucks,,2006-06-28,116.0,True,198.0,False,409.0,1 lengths
279,"Mortlake, Anglian & Alpha 'A'","Mortlake, Anglian & Alpha",Southampton Coalporters Amateur Rowing Club,Southampton Coalporters Amateur Rowing Club,The Thames Challenge Cup,heats,M8+,Station 1 - Berks,,2006-06-28,117.0,False,197.0,False,406.0,1 lengths
279,City of Oxford Rowing Club,City of Oxford Rowing Club,London Rowing Club 'C',London Rowing Club,The Thames Challenge Cup,heats,M8+,Station 1 - Berks,,2006-06-28,116.0,False,197.0,False,410.0,1.75 lengths
279,Belfast Rowing Club,Belfast Rowing Club,Auriol Kensington Rowing Club,Auriol Kensington Rowing Club,The Thames Challenge Cup,heats,M8+,Station 2 - Bucks,,2006-06-28,113.0,True,193.0,False,399.0,0.75 lengths
280,Thames Tradesmen's Rowing Club,Thames Tradesmen's Rowing Club,Christchurch Rowing Club,Christchurch Rowing Club,The Thames Challenge Cup,heats,M8+,Station 1 - Berks,,2006-06-28,114.0,False,194.0,False,405.0,2 lengths
280,Marlow Rowing Club,Marlow Rowing Club,Molesey Boat Club,Molesey Boat Club,The Wyfold Challenge Cup,heats,M4,Station 2 - Bucks,,2006-06-28,118.0,False,204.0,False,432.0,5 lengths
280,Belfast Rowing Club 'B',Belfast Rowing Club,Milton Keynes Rowing Club,Milton Keynes Rowing Club,The Wyfold Challenge Cup,heats,M4,Station 2 - Bucks,,2006-06-28,127.0,False,214.0,False,444.0,easily
280,Belfast Rowing Club 'A',Belfast Rowing Club,Birmingham Rowing Club,Birmingham Rowing Club,The Wyfold Challenge Cup,heats,M4,Station 1 - Berks,,2006-06-28,125.0,False,214.0,False,453.0,easily
280,London Rowing Club 'B',London Rowing Club,Cardiff City Rowing Club,Cardiff City Rowing Club,The Wyfold Challenge Cup,heats,M4,Station 2 - Bucks,,2006-06-28,125.0,False,212.0,False,444.0,4.25 lengths
280,London Rowing Club 'C',London Rowing Club,Tyne Rowing Club,Tyne Rowing Club,The Wyfold Challenge Cup,heats,M4,Station 2 - Bucks,,2006-06-28,128.0,False,216.0,False,457.0,4.5 lengths
280,Henley Rowing Club,Henley Rowing Club,City of Oxford Rowing Club,City of Oxford Rowing Club,The Wyfold Challenge Cup,heats,M4,Station 2 - Bucks,,2006-06-28,128.0,False,215.0,False,448.0,4.75 lengths
280,Vesta Rowing Club,Vesta Rowing Club,Furnivall Sculling Club,Furnivall Sculling Club,The Wyfold Challenge Cup,heats,M4,Station 1 - Berks,,2006-06-28,126.0,False,213.0,False,448.0,2.5 lengths
280,Leander Club,Leander Club,"Mitsubishi Boat Club, Japan","Mitsubishi Boat Club, Japan",The Wyfold Challenge Cup,heats,M4,Station 1 - Berks,,2006-06-28,120.0,False,205.0,False,430.0,2 lengths
280,Quintin Boat Club,Quintin Boat Club,Norwich Rowing Club,Norwich Rowing Club,The Wyfold Challenge Cup,heats,M4,Station 2 - Bucks,,2006-06-28,124.0,False,214.0,False,451.0,3ft
280,Staines Boat Club,Staines Boat Club,City of Sheffield Rowing Club,City of Sheffield Rowing Club,The Wyfold Challenge Cup,heats,M4,Station 2 - Bucks,,2006-06-28,131.0,False,222.0,False,458.0,2.5 lengths
280,City of Cambridge Rowing Club,City of Cambridge Rowing Club,Llandaff Rowing Club,Llandaff Rowing Club,The Wyfold Challenge Cup,heats,M4,Station 2 - Bucks,,2006-06-28,130.0,True,224.0,False,468.0,1.75 lengths
280,Thames Rowing Club 'A',Thames Rowing Club,Monmouth Rowing Club,Monmouth Rowing Club,The Wyfold Challenge Cup,heats,M4,Station 1 - Berks,,2006-06-28,119.0,False,209.0,False,453.0,easily
280,Burway Rowing Club,Burway Rowing Club,York City Rowing Club,York City Rowing Club,The Wyfold Challenge Cup,heats,M4,Station 1 - Berks,,2006-06-28,124.0,False,210.0,False,440.0,3 lengths
280,London Rowing Club 'A',London Rowing Club,Thames Rowing Club 'B',Thames Rowing Club,The Wyfold Challenge Cup,heats,M4,Station 2 - Bucks,,2006-06-28,122.0,False,206.0,False,426.0,3 lengths
280,Nottingham & Union Rowing Club,Nottingham & Union Rowing Club,Lea Rowing Club,Lea Rowing Club,The Wyfold Challenge Cup,heats,M4,Station 2 - Bucks,,2006-06-28,128.0,False,213.0,False,449.0,2.25 lengths
280,Combined Services Rowing Club,Combined Services Rowing Club,Royal Chester Rowing Club,Royal Chester Rowing Club,The Wyfold Challenge Cup,heats,M4,Station 1 - Berks,,2006-06-28,125.0,False,212.0,False,436.0,2 lengths
280,Leander Club,Leander Club,Thames Rowing Club,Thames Rowing Club,The Britannia Challenge Cup,final,M4+,Station 1 - Berks,,2005-07-03,123.0,False,207.0,False,431.0,easily
280,"W.R. Allen, Princeton Training Center, U.S.A.","W.R. Allen, Princeton Training Center, U.S.A.","C.M. Palmer, Cantabrigian Rowing Club","C.M. Palmer, Cantabrigian Rowing Club",The Diamond Challenge Sculls,final,M1,Station 2 - Bucks,,2005-07-03,140.0,False,235.0,False,503.0,3 lengths
280,"M.J. Hunter. & J.W Lindsay-Fynn, London Rowing Club & Leander Club","M.J. Hunter. & J.W Lindsay-Fynn, London Rowing Club & Leander Club","I.M. Snijders & A.F. Snijders, A.S.R. Nereus & D.S.R Proteus-Eretes, Holland","I.M. Snijders & A.F. Snijders, A.S.R. Nereus & D.S.R Proteus-Eretes, Holland",The Double Sculls Challenge Cup,final,M2,Station 2 - Bucks,,2005-07-03,126.0,False,212.0,False,446.0,easily
281,"Sydney Rowing Club, Australia","Sydney Rowing Club, Australia",Maidenhead Rowing Club & Newark Rowing Club,Maidenhead Rowing Club & Newark Rowing Club,The Fawley Challenge Cup,final,M4,Station 2 - Bucks,,2005-07-03,118.0,True,200.0,False,417.0,1.75 lengths
281,"Dortmund Rowing Centre, Germany","Dortmund Rowing Centre, Germany",Oxford Brookes University & Molesey Boat Club,Oxford Brookes University & Molesey Boat Club,The Grand Challenge Cup,final,M8+,Station 2 - Bucks,,2005-07-03,108.0,False,183.0,False,379.0,0.66 lengths
281,Cambridge University,Cambridge University,Leander Club,Leander Club,The Ladies' Challenge Plate,final,M8+,Station 1 - Berks,,2005-07-03,112.0,False,189.0,False,393.0,1.75 lengths
281,"Commercial Rowing Club & Neptune Rowing Club, Ireland","Commercial Rowing Club & Neptune Rowing Club, Ireland",Northwich Rowing Club & Dart-Totnes Amateur Rowing Club,Northwich Rowing Club & Dart-Totnes Amateur Rowing Club,The Men's Quadruple Sculls,final,M4x,Station 1 - Berks,,2005-07-03,117.0,False,195.0,False,413.0,1.25 lengths
281,Durham University 'A',Durham University,"National University of Ireland, Galway, Ireland","National University of Ireland, Galway, Ireland",The Men's Student Coxed Fours,final,M4+,Station 1 - Berks,,2005-07-03,124.0,False,209.0,False,446.0,3.25 lengths
281,Eton College,Eton College,"St. Joseph's Preparatory School, U.S.A.","St. Joseph's Preparatory School, U.S.A.",The Princess Elizabeth Challenge Cup,final,M8+,Station 2 - Bucks,,2005-07-03,121.0,False,202.0,False,415.0,1 lengths
281,"Ts.S.K.A. Ukraine, Ukraine","Ts.S.K.A. Ukraine, Ukraine",Thames Rowing Club,Thames Rowing Club,The Princess Grace Challenge Cup,final,W4,Station 1 - Berks,,2005-07-03,132.0,False,226.0,False,459.0,easily
281,"R. Neykova, Cherno More Club, Bulgaria","R. Neykova, Cherno More Club, Bulgaria","F.M. Milne, Melbourne University, Australia","F.M. Milne, Melbourne University, Australia",The Princess Royal Challenge Cup,final,W1,Station 2 - Bucks,,2005-07-03,147.0,False,252.0,False,532.0,2.75 lengths
